@node: #id_pdg,%+voisins,cause,motclef,type,content,label
a10,"a10,a10,a208,a208,a276,a276,a449,a449,a633,a633,a642,a642,a984,a984,a1289,a1289,a1318,a1318,a1573,a1573,a1815,a1815,a2003,a2003,a2220,a2220,a2678,a2678,a2775,a2775,a3015,a3015,a3195,a3195,a3406,a3406,a3432,a3432,a3654,a3654,a3759,a3759,a3940,a3940,a4028,a4028,a4382,a4382",abstension ,"['vote', 'vote obligatoire']",1,vote obligatoire,abstension 
a11,"a11,a11,a80,a80,a362,a362,a385,a385,a812,a812,a928,a928,a953,a953,a1921,a1921,a2845,a2845,a3275,a3275,a3319,a3319,a3679,a3679,a4115,a4115,a4511,a4511","avec la mondialisation de la finance et les incroyables progrès technoscientifiques, le capitalisme du 21ème  siècle crée des déséquilibres sociaux effarants, que l'on n'avait plus vu depuis le 19ème siècle. dans cette nouvelle forme capitaliste, les plus riches ont décidé de ne plus financer le monde commun au travers des impôts (nos écoles, nos routes, nos hôpitaux ...). c'est ainsi à une véritable destruction de nos sociétés à laquelle on assiste (impuissants ?).","['énergie', 'route', 'société', 'destruction', 'hôpitaux', 'monde', 'finance', 'impôt', 'école']",1,relocaliser la production d’énergie,"avec la mondialisation de la finance et les incroyables progrès technoscientifiques, le capitalisme du 21ème  siècle crée des déséquilibres sociaux effarants, que l'on n'avait plus vu depuis le 19ème siècle. dans cette nouvelle forme capitaliste, les plus riches ont décidé de ne plus financer le monde commun au travers des impôts (nos écoles, nos routes, nos hôpitaux ...). c'est ainsi à une véritable destruction de nos sociétés à laquelle on assiste (impuissants ?)."
a12,"a12,a12,a209,a209,a246,a246,a350,a350,a566,a566,a647,a647,a1206,a1206,a1425,a1425,a1578,a1578,a2183,a2183,a2196,a2196,a2255,a2255,a2256,a2256,a2827,a2827,a2965,a2965,a3220,a3220,a3629,a3629,a3708,a3708,a3874,a3874",éducation nationale,"['éducation', 'gpa', 'citoyen']",1,"exclure toute idéologie de l’éducation nationale, (exemple théorie du genre) révision des modules d’éducation, une stricte neutralité s’impose, l’éducation ne doit pas être le réceptacle des idéologies du moment, ni des groupes d’influences qui essaient de manipuler le futur citoyen (exemple la gpa, l’avortement, le féminisme, les modes sexuelles, les religions etc",éducation nationale
a13,"a13,a13,a271,a271,a458,a458,a883,a883,a1020,a1020,a1644,a1644,a1904,a1904,a2442,a2442,a2471,a2471,a2533,a2533,a2601,a2601,a3664,a3664,a3806,a3806,a4033,a4033,a4302,a4302,a4375,a4375",la constitution,"['initiative', 'loi', 'referendum', 'citoyen', 'constitution']",1,"referendum d'initiative citoyen pour :
- modifier la constitution
- annuler la loi
- destituer
- proposer une loi",la constitution
a14,"a14,a14,a111,a111,a267,a267,a629,a629,a811,a811,a975,a975,a1031,a1031,a1185,a1185,a1601,a1601,a2073,a2073,a2924,a2924,a3288,a3288,a3304,a3304,a3354,a3354,a3476,a3476,a3889,a3889,a4031,a4031,a4112,a4112,a4141,a4141,a4296,a4296,a4528,a4528",justice économique,"['biens', 'interdiction', 'france']",1,interdiction de vendre les biens appartenant à la france,justice économique
a15,"a15,a15,a314,a314,a793,a793,a1229,a1229,a1424,a1424,a1790,a1790,a1912,a1912,a3321,a3321,a3607,a3607,a3880,a3880",justice démocratique,['entreprise'],1,lutter contre la délocalisation des entreprises,justice démocratique
a16,"a16,a16,a90,a90,a343,a343,a378,a378,a847,a847,a848,a848,a1040,a1040,a1094,a1094,a1131,a1131,a1132,a1132,a1173,a1173,a1203,a1203,a1402,a1402,a1422,a1422,a1821,a1821,a1894,a1894,a1895,a1895,a2022,a2022,a2128,a2128,a2137,a2137,a2138,a2138,a2432,a2432,a3084,a3084,a3455,a3455,a4042,a4042,a4114,a4114,a4132,a4132,a4140,a4140,a4312,a4312",l'injustice fiscale,"['injustice', 'injustice fiscale', 'isf']",1,rétablir et amplifier l'isf.,l'injustice fiscale
a17,"a17,a17,a441,a441,a989,a989,a1154,a1154,a1437,a1437,a1444,a1444,a1520,a1520,a1663,a1663,a1673,a1673,a1695,a1695,a2033,a2033,a2054,a2054,a2380,a2380,a2589,a2589,a2614,a2614,a2665,a2665,a3183,a3183,a3421,a3421,a3571,a3571,a3957,a3957,a3965,a3965,a3986,a3986,a4152,a4152,a4208,a4208,a4292,a4292,a4323,a4323,a4413,a4413,a4474,a4474",justice sociale,"['sécurité sociale', 'système']",1,même système de sécurité sociale pour tous,justice sociale
a18,"a8,a8,a18,a18,a154,a154,a506,a506,a543,a543,a669,a669,a786,a786,a1122,a1122,a1231,a1231,a1632,a1632,a1776,a1776,a2075,a2075,a2112,a2112,a2359,a2359,a2368,a2368,a2419,a2419,a2487,a2487,a2600,a2600,a3156,a3156,a3774,a3774,a4212,a4212",smic ,"['smic', 'euro']",1,augmenter le smic à 1300 euros net,smic 
a19,,le lbd 40,[],1,supprimer cette arme,le lbd 40
a20,"a20,a20,a167,a167,a484,a484,a904,a904,a1814,a1814,a1845,a1845,a1941,a1941,a2516,a2516,a2652,a2652,a2811,a2811,a3431,a3431,a3468,a3468,a3580,a3580,a3696,a3696,a4001,a4001,a4502,a4502",le pacte energie,"['pacte', 'carburant', 'eau', 'km']",1,"fabriquer de l'algocarburant, ou moteur à eau, ou recyclage déchets en carburant . les ingénieurs sont prêts. on ne veut pas de l'electrique (problèmes recyclage batteries à 10 000 e et 200 km d'autonomie)",le pacte energie
a21,"a21,a21,a22,a22,a1225,a1225,a1263,a1263,a1719,a1719,a1861,a1861,a2044,a2044,a2175,a2175,a2221,a2221,a2267,a2267,a2380,a2380,a2644,a2644,a2719,a2719,a3935,a3935,a3938,a3938",social,"['revenu', 'chômage', 'entreprise', 'solidarité']",1,voir pour mettre en place un revenu minimal de solidarité en taxant toute les entreprises qui robotise et qui crée du chômage.. en leur prenant l'équivalent du nombre de personnes qui es remplacé par la robotisation,social
a22,"a21,a21,a22,a22,a1225,a1225,a1263,a1263,a1719,a1719,a1861,a1861,a2044,a2044,a2175,a2175,a2221,a2221,a2267,a2267,a2380,a2380,a2644,a2644,a2719,a2719,a3935,a3935,a3938,a3938",social,"['revenu', 'chômage', 'entreprise', 'solidarité']",1,voir pour mettre en place un revenu minimal de solidarité en taxant toute les entreprises qui robotise et qui crée du chômage.. en leur prenant l'équivalent du nombre de personnes qui es remplacé par la robotisation,social
a23,"a1994,a1994",dépenses de l'état,"['casier judiciaire', 'réduction', 'salaire', 'avantage', 'revenu', 'ministre', 'obligation', 'état', 'député', 'impôt']",1,"réduction du salaire des ministres et députés
réduction des avantages divers
impôt sur les revenus
obligation d'un casier judiciaire vierge",dépenses de l'état
a24,"a24,a24,a33,a33,a106,a106,a201,a201,a203,a203,a733,a733,a909,a909,a1026,a1026,a1028,a1028,a1793,a1793,a1906,a1906,a1911,a1911,a1955,a1955,a2096,a2096,a2173,a2173,a2374,a2374,a2393,a2393,a2512,a2512,a2635,a2635,a2636,a2636,a2921,a2921,a3276,a3276,a3336,a3336,a3426,a3426,a3459,a3459,a3581,a3581,a3587,a3587,a3641,a3641,a4031,a4031,a4189,a4189,a4362,a4362",la loi schiappa,"['article', 'protection', 'violence', 'loi']",1,enlever cette loi schiappa article 2 qui ne garantit plus la protection des mineurs dans le cadre des violences sexuelles,la loi schiappa
a25,,les inégalités sociales,"['entreprise', 'salaire']",1,limité le multiplicateur entre les salaires les plus bas et les salaires les plus hauts dans les entreprises.,les inégalités sociales
a26,"a26,a26,a84,a84,a235,a235,a239,a239,a493,a493,a935,a935,a1191,a1191,a1306,a1306,a1356,a1356,a1846,a1846,a1937,a1937,a2226,a2226,a2323,a2323,a2694,a2694,a2839,a2839,a2846,a2846,a3344,a3344,a3351,a3351,a3352,a3352,a3573,a3573,a3758,a3758,a3881,a3881,a3905,a3905,a4459,a4459",la police et la gendarmerie,"['gendarmerie', 'emploi', 'police']",1,"changement de la doctrine d'emploi, trop violente",la police et la gendarmerie
a27,"a27,a27,a172,a172,a1120,a1120,a1418,a1418,a1460,a1460,a1645,a1645,a1900,a1900,a3297,a3297,a3590,a3590,a3870,a3870,a4038,a4038",les prix alimentaires trop élevés,"['taxe', 'prix']",1,baisser les taxes,les prix alimentaires trop élevés
a28,,traité de marrakech,[],1,deratification,traité de marrakech
a29,"a29,a29,a168,a168,a362,a362,a367,a367,a1653,a1653,a1692,a1692,a2663,a2663,a2666,a2666,a3222,a3222,a4055,a4055,a4511,a4511",la destruction neregle de nos services publics accompagnées d'une augmentation importante de nos taxes et charges,"['gestion', 'augmentation', 'taxe', 'charge', 'destruction']",1,sur charger et sur taxer  les multinationales qui profitent de nos infrastructures à l'oeil. exiger qu'elles financent directement nos services publics. leur interdire tout droit de regard sur leur gestion.,la destruction neregle de nos services publics accompagnées d'une augmentation importante de nos taxes et charges
a30,"a658,a658,a4206,a4206,a4272,a4272,a4275,a4275",transport : trajet domicile/travail,"['transport', ""pouvoir d' achat"", 'transition', 'hausse', 'travail', 'salarié', 'transition écologique']",1,"gratuité abonnement sncf/bus dans un rayon de 50 kms ( carte transport prépayée ou crédit d'impôt également  pour tous les salariés )
avantage ( transition écologique, énergétique et hausse du pouvoir d'achat) actuellement 50% pris en charge par l'employeur donc reste 50% à finnancer",transport : trajet domicile/travail
a31,"a31,a31,a137,a137,a241,a241,a252,a252,a420,a420,a474,a474,a607,a607,a685,a685,a1259,a1259,a2016,a2016,a2486,a2486,a2725,a2725,a3495,a3495,a3711,a3711,a4038,a4038,a4186,a4186,a4344,a4344",la cherté des loyers,"['emploi', 'zone', 'loyer', 'ville', 'logement']",1,créer autour des bassins d'emplois des zones aménagées  en recyclant les mobil-homes qui ne sont plus acceptés par les campings de loisir mais qui sont encore en bon état pour servir de logement à ceux qui ont fui les villes trop chères et les banlieues trop peu sûres.,la cherté des loyers
a32,"a32,a32,a139,a139,a248,a248,a584,a584,a898,a898,a924,a924,a1428,a1428,a1479,a1479,a1668,a1668,a1927,a1927,a1928,a1928,a2921,a2921,a2964,a2964,a3439,a3439,a3521,a3521,a3581,a3581,a3593,a3593,a3608,a3608,a3618,a3618,a3641,a3641,a3898,a3898,a3917,a3917,a4538,a4538",l'union européenne actuelle,"['sécurité', 'budget', 'union européenne', 'citoyen', 'union']",1,réduire drastiquement le budget de l'union européenne qui n'est qu'une foire aux lobbys économiques et financiers puissants et qui complique depuis des décennies la vie des citoyens européens sans leur apporter la prospérité ni la sécurité.,l'union européenne actuelle
a33,"a24,a24,a33,a33,a203,a203,a297,a297,a630,a630,a1026,a1026,a1028,a1028,a1469,a1469,a1616,a1616,a1618,a1618,a1700,a1700,a1722,a1722,a1730,a1730,a1793,a1793,a1859,a1859,a1911,a1911,a2249,a2249,a2512,a2512,a2686,a2686,a2914,a2914,a3236,a3236,a3276,a3276,a3648,a3648,a3713,a3713,a3842,a3842,a3997,a3997,a4100,a4100,a4369,a4369",les violences policieres,"['droit', 'handicap', 'violence', 'mort', 'président']",1,passer au tribunal les responsables de la prise de décision ( le  ministre et le président) ayant  entrainé la mort ou le handicap d'individus exerçant naturellement leur droit constitutionnel  de manifester.,les violences policieres
a34,"a34,a34,a137,a137,a139,a139,a252,a252,a474,a474,a685,a685,a924,a924,a1479,a1479,a1746,a1746,a1811,a1811,a1928,a1928,a2486,a2486,a3439,a3439,a3711,a3711,a3917,a3917,a4038,a4038,a4186,a4186,a4344,a4344",la cherté des loyers,"['vente', 'retraite', 'loyer', 'sécurité', 'logement']",1,"favoriser la vente des appartements hlm à leurs locataires afin que leur loyer serve à acquérir une épargne, la possession de son logement étant le meilleur placement de sécurité pour sa retraite.",la cherté des loyers
a35,"a3974,a3974",aspa,"['droit', 'france', 'français']",1,"les etrangers ont droit à l'aspa même s'ils n'ont jamais travaillé en france ni cotisé. comme ils n'y possèdent rien, ce sont les français pauvres qui se privent pour conserver leur petit bien.",aspa
a36,"a4,a4,a36,a36,a240,a240,a252,a252,a302,a302,a677,a677,a685,a685,a798,a798,a811,a811,a893,a893,a967,a967,a1093,a1093,a1235,a1235,a1272,a1272,a1655,a1655,a1832,a1832,a1855,a1855,a2528,a2528,a2557,a2557,a2671,a2671,a2689,a2689,a2719,a2719,a2746,a2746,a2778,a2778,a2963,a2963,a3204,a3204,a3267,a3267,a3572,a3572,a3632,a3632,a3717,a3717,a3776,a3776,a4362,a4362,a4533,a4533",social,"['association', 'logement']",1,donner des moyens au associations pour qu'il puisse récupérer les bâtiments laissé à l'abandon pour y faire des logements sociaux pour les plus démunis et qu'il n'y ait plus personne à la rue,social
a37,"a37,a37,a677,a677,a1093,a1093,a1098,a1098,a1451,a1451,a1628,a1628,a2126,a2126,a2675,a2675,a3267,a3267,a3559,a3559",immigration,"['logement', 'immigration', 'travail']",1,laisser rentrer les etrangers s'ils ont un travail et un logement et qu'ils parlent le francais,immigration
a38,"a38,a38,a348,a348,a477,a477,a682,a682,a755,a755,a862,a862,a918,a918,a926,a926,a927,a927,a1154,a1154,a1206,a1206,a1446,a1446,a1868,a1868,a2504,a2504,a2537,a2537,a2670,a2670,a2824,a2824,a2872,a2872,a2895,a2895,a3073,a3073,a3683,a3683,a3814,a3814,a3816,a3816,a3866,a3866,a4022,a4022,a4113,a4113,a4526,a4526",discriminations salariales entre les femmes et les hommes,"['principe', 'entreprise', 'lois', 'femme']",1,applications immédiates de toutes les lois votées en ce sens avec de très lourdes sanctions pour les entreprises ou collectivités qui ne respectent pas ce principe,discriminations salariales entre les femmes et les hommes
a39,"a474,a474,a920,a920,a4344,a4344",complexité du code fiscal,"['indemnité', 'retraite', 'salaire', 'csg', 'revenu', 'loyer', 'euro']",1,"réforme complète en supprimant la csg. tous les revenus doivent être globalisés (salaires retraites, primes, indemnités, loyers, revenus financiers) et être taxé selon une échelle progressive mais au-dessus de 15.000 euros pour un couple",complexité du code fiscal
a40,"a40,a40,a177,a177,a770,a770,a840,a840,a1512,a1512,a1719,a1719,a2067,a2067,a2576,a2576,a2620,a2620,a2810,a2810,a2850,a2850,a2938,a2938,a4189,a4189,a4247,a4247,a4447,a4447",le chômage de masse,"['100 milliards', 'chômage', 'budget', 'travail', 'chomage', 'euro']",1,"confier un chômeur à chaque artisan et commerçant pendant 1 an. budget : 31 200 euros par chômeur. avec 100 milliards d'euros, on remet au travail 3.2 millions de personnes. détail de cette solution en tapant ""anousdejouer chomage"" sur google",le chômage de masse
a41,"a41,a41,a52,a52,a279,a279,a1188,a1188,a2761,a2761,a3069,a3069,a3507,a3507,a4503,a4503",abus en matière du droit du sol,"['droit', 'sol', 'enfant', 'nationalité', 'abus', 'parent', 'france']",1,"supprimer le droit du sol. les enfants de parents étrangers qui n'ont pas la double nationalité mais sont nés en france, restent étrangers et non français",abus en matière du droit du sol
a42,"a42,a42,a401,a401,a814,a814,a1288,a1288,a1381,a1381,a1383,a1383,a1400,a1400,a1609,a1609,a1722,a1722,a1876,a1876,a2257,a2257,a2392,a2392,a2727,a2727,a2731,a2731,a2829,a2829,a2914,a2914,a3107,a3107,a3169,a3169,a3214,a3214,a3304,a3304,a3371,a3371,a3626,a3626,a3966,a3966,a3997,a3997,a4361,a4361",injustices en matières pénales,"['peine', 'peuple']",1,que l'échelle des peines soit soumise à l'approbation du peuple et obligatoirement appliquée par les juges.,injustices en matières pénales
a43,"a43,a43,a510,a510,a611,a611,a695,a695,a785,a785,a846,a846,a888,a888,a1005,a1005,a1212,a1212,a1217,a1217,a1443,a1443,a1497,a1497,a1567,a1567,a1658,a1658,a1698,a1698,a1717,a1717,a2054,a2054,a2163,a2163,a2386,a2386,a2565,a2565,a2737,a2737,a3270,a3270,a3783,a3783,a3798,a3798,a4417,a4417,a4419,a4419",impot,"['impot', 'frais']",1,remettre les frais des travaux pour l’amélioration des habitations avec un abattements de 30 % a déduire sur les impots et non pas par prime,impot
a44,"a44,a44,a197,a197,a1468,a1468,a1708,a1708,a2119,a2119,a2484,a2484,a2532,a2532,a2884,a2884,a3036,a3036,a3331,a3331,a3359,a3359,a3542,a3542,a4071,a4071",salaire,['salaire'],1,"augmenter tous les salaires smic, fonctionnaire  etc ...... au minimum de 1600 € net",salaire
a45,"a45,a45,a286,a286,a445,a445,a742,a742,a1675,a1675,a1855,a1855,a1924,a1924,a2528,a2528,a2546,a2546,a2778,a2778,a2807,a2807,a3228,a3228,a3337,a3337,a3445,a3445,a3617,a3617,a3757,a3757,a3815,a3815,a3978,a3978,a4110,a4110,a4149,a4149,a4531,a4531",migrant,['migrant'],1,"arreter de d’accueillir les migrants pour l'instant, afin de pouvoir aider les sdf",migrant
a46,"a1023,a1023,a1395,a1395,a1495,a1495,a2274,a2274,a2379,a2379",tva,"['produit', 'tva']",1,baisser la tva des produits francais a 2.5 % pour ceux a 5.5 % a leur actuel et 15 % pour ceux a 20%,tva
a47,"a47,a47,a753,a753,a1649,a1649",la vente des autoroutes au privé,"['privé', 'argent', 'vente', 'gouvernement', 'argent public', 'société', 'ministre', 'prix', 'autoroute', 'peuple']",1,"les autoroutes payées par l'argent du contribuable ont été vendues à vil prix à des sociétés privées par des ministres. aucun gouvernement ne doit être autorisé (sauf accord du peuple) à vendre un bien financé avec de l'argent public, les responsables devraient faire l'objet de poursuites.",la vente des autoroutes au privé
a48,"a48,a48,a920,a920,a1018,a1018,a1386,a1386,a1835,a1835,a2810,a2810,a4335,a4335",élus et revenus,"['indemnité', 'salaire', 'euros par an', 'revenu', 'ministre', 'élu']",1,"les rémunérations et indemnités des élus et désignés [ministres et leurs troupes] ne doivent pas dépassées le montant de la moyenne des salaires français. aujourd’hui : 26 327 euros par an, brut [insee]",élus et revenus
a49,"a49,a49,a73,a73,a400,a400,a656,a656,a663,a663,a811,a811,a899,a899,a967,a967,a1298,a1298,a1406,a1406,a1625,a1625,a2118,a2118,a2762,a2762,a2799,a2799,a2998,a2998,a3206,a3206,a3624,a3624,a3804,a3804,a4297,a4297,a4481,a4481,a4504,a4504,a4522,a4522",laïcité,"['laïcité', 'loi']",1,"laïcité : appliquer immédiatement les articles 261 et 261 bis du code pénal et la loi de 1905, qui permettent la répression des promoteurs de la charria.",laïcité
a50,"a50,a50,a110,a110,a865,a865,a973,a973,a1158,a1158,a1463,a1463,a2108,a2108,a3066,a3066,a3262,a3262,a3285,a3285,a3456,a3456,a3572,a3572,a3574,a3574,a4149,a4149,a4153,a4153,a4240,a4240,a4336,a4336,a4393,a4393,a4398,a4398,a4411,a4411,a4428,a4428,a4438,a4438",presse,"['suppression', 'subvention', 'consommation', 'information', 'impôt', 'presse']",1,suppression de toutes les subventions à la presse. le consommateur paie sa consommation d’information. nous n’avons pas à payer [impôts] pour des titres dont les orientation ne nous conviennent pas !,presse
a51,"a51,a51,a157,a157,a416,a416,a522,a522,a523,a523,a727,a727,a755,a755,a778,a778,a897,a897,a987,a987,a1200,a1200,a1223,a1223,a1371,a1371,a1474,a1474,a1514,a1514,a1650,a1650,a1718,a1718,a1774,a1774,a1813,a1813,a2094,a2094,a2224,a2224,a2413,a2413,a2789,a2789,a2790,a2790,a2804,a2804,a2866,a2866,a2959,a2959,a3264,a3264,a3351,a3351,a3506,a3506,a3526,a3526,a3651,a3651,a3652,a3652,a3654,a3654,a3655,a3655,a3669,a3669,a3736,a3736,a4021,a4021,a4096,a4096,a4097,a4097,a4177,a4177,a4192,a4192,a4410,a4410,a4494,a4494,a4521,a4521,a4524,a4524",institutions,['institution'],1,pénalisation des accessions aux postes de la fonction publique par copinage ou confrérie.,institutions
a52,"a41,a41,a52,a52,a371,a371,a572,a572,a724,a724,a905,a905,a1705,a1705,a1727,a1727,a1859,a1859,a2456,a2456,a2761,a2761,a3134,a3134,a3707,a3707,a4135,a4135,a4399,a4399,a4475,a4475,a4488,a4488,a4503,a4503",immigration,"['nationalité française', 'droit', 'nationalité', 'sol', 'immigration']",1,remplacer le droit du sol par le droit du sang pour l'acquisition de la nationalité française.,immigration
a53,"a53,a53,a120,a120,a218,a218,a837,a837,a985,a985,a1152,a1152,a1557,a1557,a1763,a1763,a1765,a1765,a2044,a2044,a2067,a2067,a2287,a2287,a2291,a2291,a2531,a2531,a2709,a2709,a2941,a2941,a3248,a3248,a4372,a4372",taxes,"['taxe', 'taxation']",1,taxation du kérozen (sauf sur vols intérieurs) et du fioul lourd des navires de croisières.,taxes
a54,"a54,a54,a158,a158,a521,a521,a658,a658,a834,a834,a1216,a1216,a1335,a1335,a1551,a1551,a1995,a1995,a2017,a2017,a2045,a2045,a2277,a2277,a2316,a2316,a2446,a2446,a2510,a2510,a3184,a3184,a3244,a3244,a3532,a3532,a4206,a4206,a4272,a4272,a4275,a4275,a4298,a4298",transition écologique,"['énergies renouvelables', 'transition', 'énergie', 'transition écologique']",1,promotion des énergies renouvelables.,transition écologique
a55,,retraites,['retraite'],1,seuls les personnes ayant cotisé doivent percevoir une retraite.,retraites
a56,"a56,a56,a1003,a1003,a1476,a1476,a2193,a2193",remise a plat des aides socials,"['habitation', 'salaire', 'revenu', 'personne', 'aide', 'revenu universel', 'france']",1,"remise à plat des aides sociales et transfert vers un revenu universel à partir de 18 ans, habitant en france et sous conditions de salaires &lt; 3500 € pour une personne seul (avantage plus de fraudes)",remise a plat des aides socials
a57,,couts de l'etat,"['etat', 'président', 'salaire', 'transport', 'pouvoir', 'anciens présidents', 'avantage', 'gouvernement', 'élu', 'état', 'financement']",1,diminuer les salaires de tous les membres du gouvernement de 30%. arrêter le financement des anciens présidents et membres du gouvernement qui ne sont plus au pouvoir (pas de régime particulier) arrêt des « avantages des élus » (transports par ex),couts de l'etat
a58,"a58,a58,a377,a377,a920,a920,a1311,a1311,a1555,a1555,a2867,a2867,a3187,a3187,a3266,a3266,a3418,a3418,a3771,a3771,a4131,a4131,a4256,a4256",les indemnités à vie des présidents  de la république,"['indemnité', 'président', 'mandat', 'république']",1,supprimer complètement l'indemnité du président à la fin de son mandat,les indemnités à vie des présidents  de la république
a59,"a59,a59,a69,a69,a184,a184,a992,a992,a1432,a1432,a1639,a1639,a1955,a1955,a2000,a2000,a2280,a2280,a2413,a2413,a3217,a3217,a3417,a3417,a4005,a4005",la démocratie représentative,"[""référendum d' initiative citoyenne"", 'démocratie', 'constitution', 'initiative', 'initiative citoyenne', 'référendum']",1,"instaurer dans la constitution le référendum d'initiative citoyenne constituant, abrogatoire, révocatoire et législatif",la démocratie représentative
a60,"a60,a60,a1255,a1255,a3554,a3554,a3818,a3818",les impôts,"['citoyen', 'revenu', 'égalité', 'impôt sur le revenu', 'impôt', 'pays']",1,que tous les citoyens paient l'impôt sur le revenu dès le premier euro perçu pour répondre à un des principes de notre pays... égalité,les impôts
a61,,les salaires sont trop bas,"['retraite', 'salaire']",1,reindexation des salaires et retraites sur le coup de la vie,les salaires sont trop bas
a62,"a62,a62,a297,a297,a557,a557,a1334,a1334,a1469,a1469,a1616,a1616,a1618,a1618,a1690,a1690,a1700,a1700,a1730,a1730,a2046,a2046,a2249,a2249,a2892,a2892,a2983,a2983,a3236,a3236,a3420,a3420,a3512,a3512,a3713,a3713,a4065,a4065,a4100,a4100,a4487,a4487",handicap,"['handicap', 'droit', 'retraite', 'personne', 'statut']",1,créer un véritable statut d'aidant pour une personne handicapé avec rémunération et droit à la retraite,handicap
a63,"a63,a63,a393,a393,a460,a460,a932,a932,a1230,a1230,a2058,a2058,a3350,a3350",pouvoir d'achat qui diminue,"[""pouvoir d' achat"", ""retraites sur l' inflation"", 'retraite', 'indexer les retraites', 'inflation']",1,d'indexer les retraites sur l'inflation,pouvoir d'achat qui diminue
