@node: #id_pdg,%+voisins,cause,label,type,shape,content
a70,"a70,a70",communautés de commune,communautés de commune,1,square,une présidence tournante des com'com d'un an par maire qui la composent afin que ce ne soit pas les maires de la plus grosse bourgade qui décide seul de tout.
a71,"a71,a71,a970,a970",misère,misère,1,square,"aucune ressource allouée sous le seuil de pauvreté, et que dans le calcul des apl, des aides sociales etc, ne soit pris en compte simplement le salaire et plus les ressources complémentaires."
a72,"a72,a72,a95,a95,a1040,a1040,a3877,a3877",le chômage qui augmente,le chômage qui augmente,1,square,redistribuer le cice aux pme pmi sous condition de ca et embauche
a73,"a73,a73,a1637,a1637,a1729,a1729",loi aliment,loi aliment,1,square,revenir sur cette loi
a74,"a74,a74",les privilèges,les privilèges,1,square,stopper tous les privilèges au niveau de l'état voir (retraite  comme  tout citoyens au bout de 40 années  s'i veulent s'investir après leurs retraites c'est sans rémunérations(ex:..mr.toubon )..supprimer toutes ces commissions payées grassement..
a75,"a75,a75",le système électoral,le système électoral,1,square,"qu'un candidat à une élection sénatoriale, législative ou présidentielle ne pourra être élu que s'il fait plus de 50 % des inscrits sur les listes électorales...sans quoi l'élection doit être invalidée et recommencée."
a76,"a76,a76",le système,le système,1,square,"une baisse sérieuse de toutes les taxes et impôts sur les produits de première nécessité (énergie, logement, transports, produits alimentaires, vêtements) avec certainement un effort supplémentaire à faire sur les produits bios, sains et fabriqués en france."
a77,"a77,a77",le pouvoir d'achat,le pouvoir d'achat,1,square,"revalorisation du smic : 1650 euros net
retraite, indemnité invalidité, aah ect : 1350 euros net
destitution  du gouvernement et aussi de l'assemblée
fin de mandat sans indemnité"
a78,"a78,a78,a648,a648,a847,a847,a1189,a1189",l'évasion fiscale et l'optimisation fiscale,l'évasion fiscale et l'optimisation fiscale,1,square,plus contrôler l’évasion fiscale et faire en sorte d’empêcher l’optimisation fiscale
a79,"a79,a79",salaires trop bas,salaires trop bas,1,square,"une augmentation des salaires jusqu'à 2000 euros de 25 pour cent
augmentation du mimimum vieillesse à 1200euros minimum"
a80,"a80,a80,a319,a319,a515,a515,a867,a867,a1431,a1431,a1921,a1921,a3271,a3271,a4322,a4322,a4346,a4346",radar,radar,1,square,"redonner la fonction première, camera protection du citoyen, radar pas dans l'excès les mettre sur les routes accidentogenes"
a81,"a81,a81,a943,a943,a1149,a1149,a1650,a1650,a3413,a3413,a3518,a3518",reforme des retraites,reforme des retraites,1,square,ne pas instaurer la retraite à point
a82,"a82,a82,a1021,a1021,a1921,a1921,a3159,a3159,a4173,a4173,a4420,a4420",80 kmh,80 kmh,1,square,"rendre le pouvoir de décision aux départements, sans plafond de vitesse"
a83,"a83,a83,a945,a945,a4042,a4042",comment pourrait-on rendre notre fiscalité plus juste et plus efficace ?,comment pourrait-on rendre notre fiscalité plus juste et plus efficace ?,1,square,(remise en cause de la loi rothschild pour ainsi redevenir maitre de nos finances publiques)
a84,"a84,a84,a846,a846",justice,justice,1,square,"justice la même  pour tous
christophe  dettinger arrêté puis détention provisoire avant jugement ( je ne conteste pas) par contre benalla circule comme il veut. il a tabassé des gilets jaunes avec un brassard police alors qu'il n'est pas policier."
a85,"a85,a85,a1292,a1292,a1665,a1665,a3429,a3429,a4355,a4355",déserts médicaux,déserts médicaux,1,square,"limiter la paperasse des médecins. une partie devrait être transférable aux secrétaires médicales avec une simple validation du médecin (exemple: questionnaires médicaux remplis avec la secrétaire avant la consultation, validation après par le médecin)"
a86,"a86,a86,a1576,a1576",les sociétés d'autoroute,les sociétés d'autoroute,1,square,"renationaliser la gestion de nos autoroutes et ainsi faire rentrer de l'argent pour notre pays qui servira aux infrastructures , ah oui l'ue ne veut pas = frexit"
a87,"a87,a87,a603,a603,a1091,a1091",pouvoir d achat,pouvoir d achat,1,square,une augmentation du smlc de 200 € mais sans charge sociale sans imposition et sans quotient familial dessus et que les 100€ aille aux retraités et aux handicapés on les finances avec une augmentation de la tva sur les produits de luxe
a88,"a88,a88,a1157,a1157,a3927,a3927",la cinquième république,la cinquième république,1,square,"passer à la sixième république ;instauration du ric, changement de présidence  nouvelles élections moins de députés , de la proportionnelle"
a89,"a89,a89",augmentation de tout les salaires,augmentation de tout les salaires,1,square,"augmentation de tout les salaires en dessous de 3000 euros, de 15% minimum ."
a90,"a16,a16,a90,a90,a91,a91,a847,a847,a848,a848,a1068,a1068,a1347,a1347,a1402,a1402,a1894,a1894,a1895,a1895,a2431,a2431,a2432,a2432,a3084,a3084,a3455,a3455,a4042,a4042,a4140,a4140,a4312,a4312",injustice fiscale,injustice fiscale,1,square,rétablir isf
a91,"a16,a16,a90,a90,a91,a91,a145,a145,a343,a343,a525,a525,a848,a848,a997,a997,a1068,a1068,a1347,a1347,a1402,a1402,a1422,a1422,a1577,a1577,a1895,a1895,a2022,a2022,a2175,a2175,a2432,a2432,a3084,a3084,a3428,a3428,a3455,a3455,a4140,a4140",suppression isf,suppression isf,1,square,rétablir isf
a92,"a92,a92",l'oligarchie,l'oligarchie,1,square,"réduire drastiquement le nombre des élus nationaux, supprimer tous leurs avantages ( fiscaux, retraites, post mandats etc )

 limiter leur salaire à 6 fois le smic avec obligation de présence, mettre une limite d'âge et un nombre limité de mandat"
a93,"a93,a93",l'oligarchie,l'oligarchie,1,square,"- supprimer à l'échelon local tous les doublons liés à la décentralisation, aux communautés de communes et autres syndicats 

- casier judiciaire vierge obligatoire pour tout élu et justice identique à celles des français"
a94,"a94,a94,a2634,a2634,a4071,a4071",education,education,1,square,"limiter les qcm au strict minimum. valoriser la réflexion, la résolution de petits challenges mettant en avant la débrouillardise intellectuelle et manuelle, le ""pourquoi j'apprends""."
a95,"a72,a72,a95,a95,a1040,a1040,a1293,a1293,a1294,a1294,a2816,a2816,a4106,a4106",la mauvaise répartition du cice,la mauvaise répartition du cice,1,square,"redistribuer le cice aux pmi , aux pme et à l artisanat plutôt qu aux multinationales"
a96,"a96,a96",education,education,1,square,"les filières professionnelles devraient être mieux valorisées. avec beaucoup de pratique et de contacts avec des professionnels, ce sont les plus pourvoyeuses d'emplois."
a97,"a97,a97,a918,a918,a1450,a1450,a4002,a4002",banques,banques,1,square,création d'une banque de france capable de battre monnaie en cas de faillite renationalisation de la banque défaillante.
a98,"a98,a98",immigration,immigration,1,square,actuellement on a pas les moyens financiers d'accueillir tant d'immigration
a99,"a99,a99,a585,a585,a1442,a1442,a1820,a1820,a4543,a4543",politique,politique,1,square,non au cumul des mandats et révocation à mi-mandat pour tous les élus
a100,"a100,a100,a951,a951,a1994,a1994,a2893,a2893,a3063,a3063,a3716,a3716,a4542,a4542",les élus,les élus,1,square,casier judiciaire vierge pour les élus.
a101,"a101,a101",répartition des bénéfices,répartition des bénéfices,1,square,"augmentation des impôts ou réduction des aides  pour les  entreprises qui  ne respectent pas un répartion des richesse a minima de 40% des richesses  redistribué au salarié. 30 / 30 /40
30 % entreprises ( fonctionnement, r&amp;d ... ), 30 % actionnaires, 40 % employés"
a102,"a102,a102,a4044,a4044",constitution,constitution,1,square,"obligation aux gouvernants, députés et sénateurs de consulter le peuple pour toute décision devant entraîner la responsabilité financière ou morale des français ""immigration, ame, cmu, implantation de centrale nucléaire ou à risque majeur, europe"
a103,"a103,a103",chomage,chomage,1,square,"12)  lorsque qu'un travail est proposé à un chômeur à un salaire inférieur à ce qu'il touchait avant, la différence lui est payé en cas de refus de l'emploi le montant du salaire proposé lui est retiré de ses indemnités."
a104,"a104,a104,a1020,a1020",le statut de première dame,le statut de première dame,1,square,"l'abrogation pure et simple du statut de première dame, et du budget qui lui est alloué. seul le président de la république est élu!"
a105,"a105,a105,a458,a458,a1069,a1069,a1095,a1095,a1488,a1488,a1686,a1686,a1800,a1800,a2031,a2031,a2469,a2469,a4007,a4007",livret a,livret a,1,square,réindexer a l'inflation le livret a des ouvriers ou retraiter qui ont mis leur petit capital alors que les actionnaires du cac 40 se goinfre
a106,"a19,a19,a106,a106,a4429,a4429",armée,armée,1,square,"dédier notre armée uniquement à la france, favoriser les armes de dissuasion, la france n'a pas à prendre sur ses finances la protection des autres pays."
a107,"a107,a107,a406,a406,a2158,a2158,a3321,a3321",justice sociale,justice sociale,1,square,fin de l'assistanat au cas par cas pour privilégier les travailleurs
a108,"a108,a108",fiscalité,fiscalité,1,square,tout € gagné doit être imposé
a109,"a109,a109,a473,a473,a717,a717,a1392,a1392,a1412,a1412,a3547,a3547,a3972,a3972",retraite,retraite,1,square,réindexation des retraites sur les retraites
a110,"a110,a110,a3285,a3285",contrôle des chaînes d'informations,contrôle des chaînes d'informations,1,square,un contrôle renforcé des chaînes d'informations afin de diffuser de l'information pure pendant une grande partie du temps et limiter le temps des débats dirigés pour éviter de transformer ces chaînes en chaînes d'opinion.
a111,"a111,a111",vente des biens de la nation,vente des biens de la nation,1,square,"référendum obligatoire lors de la privatisation d'un bien public (ex la française des jeux, edf, etc...)"
a112,"a44,a44,a112,a112,a1677,a1677,a1848,a1848",politique,politique,1,square,"les personnes qui sont au pouvoir doivent payer eux même leur loyer, edf, nourriture, transport......"
a113,"a113,a113,a117,a117,a140,a140,a888,a888,a1078,a1078,a2205,a2205,a2217,a2217,a3116,a3116,a3528,a3528,a3797,a3797,a4042,a4042",gaspillage,gaspillage,1,square,lutte contre le gaspillage alimentaire des grandes surfaces
a114,"a114,a114,a1120,a1120,a1238,a1238,a1694,a1694,a2927,a2927,a3075,a3075,a3189,a3189",santé,santé,1,square,mutuelle pour tous le monde et non une sur mutuelle mis en place par mr hollande
a115,"a115,a115,a226,a226",retraite des élus,retraite des élus,1,square,identique au régime général
a116,,retraite,retraite,1,square,indexer le montant de la retrait sur le coût de la vie
a117,"a113,a113,a117,a117,a214,a214,a748,a748,a1078,a1078,a1354,a1354,a2217,a2217,a2309,a2309,a3181,a3181,a4042,a4042",fraudes,fraudes,1,square,lutte contre la fraude fiscale.
a118,"a118,a118,a1195,a1195,a1221,a1221,a1347,a1347,a1553,a1553,a2083,a2083,a2823,a2823,a2898,a2898,a3243,a3243,a3256,a3256,a3786,a3786,a3943,a3943,a4262,a4262",richesse,richesse,1,square,partage des richesses
a119,"a119,a119",privilèges des élus,privilèges des élus,1,square,"supprimer les privilèges des anciens élus ,cumul des retraites,garde du corps chauffeur,frais d obsèques etc...distribuer l ensemble et la totalité de ces sommes aux hôpitaux pour le recrutement du personnel."
a120,"a120,a120",ecologie,ecologie,1,square,"taxer toutes les sociétés qui ont un impact environnemental, et aussi les bateaux de croisières et tanker qui ne respectent pas nos conditions d'utilisation des carburant. ainsi que les transports aérien. (taxation des carburants)"
a121,"a121,a121,a2120,a2120",les élus,les élus,1,square,supprimer de moitié les sénateurs et les députés que l'on ne voit jamais d ailleurs ainsi que leurs privilèges et plafonner leurs salaires.faire notes de frais comme en entreprise avec des sommes fixes.
a122,"a122,a122,a2008,a2008",ric,ric,1,square,"demander par référendum les possibilités du contenu de ces ric (révocabilité, certains droit internationaux ,etc.. ) et les conditions pour créer un ric ( nombre signature etc.,,)"
a123,"a27,a27,a123,a123,a1188,a1188,a1262,a1262,a1649,a1649,a2371,a2371,a2558,a2558,a2949,a2949,a3464,a3464,a3502,a3502,a4220,a4220,a4377,a4377",le coût trop élevé de la santé,le coût trop élevé de la santé,1,square,nationaliser les laboratoires pharmaceutiques
a124,"a124,a124",l'écologie,l'écologie,1,square,"une égalité sur le territoire ,personne ne doit avoir de passe droit en terme d'écologie, ni les entreprises ."
a125,"a125,a125,a463,a463,a597,a597,a3341,a3341,a3377,a3377,a3809,a3809,a4264,a4264",pouvoir achat,pouvoir achat,1,square,baisser les taxes sur factures eau électricité gaz
a126,"a126,a126,a641,a641,a1559,a1559,a2467,a2467",maison retraite publique,maison retraite publique,1,square,plus de personnel
a127,"a127,a127,a1109,a1109,a1465,a1465,a1874,a1874,a2228,a2228,a2535,a2535",amendes,amendes,1,square,faire payer les amendes en fonction et proportionnellement au salaire
a128,"a128,a128",politique,politique,1,square,"tenir compte lors d'élection des votes blancs .lors d'un mandat ,les citoyens doivent pouvoir être consulté sur la proposition de nouvelles lois .le président n'a plus tous les pouvoirs de décision ."
a129,"a129,a129,a866,a866",immigration,immigration,1,square,limiter le nombre de migrant chaque année .malheureusement notre pays n'a plus les moyens ....aidons les dans leur pays respectif  cela sera plus efficace .nous avons de nombreux sdf dans nos rue malheureusement .
a130,"a130,a130,a489,a489,a967,a967,a2262,a2262",compte public,compte public,1,square,"améliorer la visibilité de nos compte public .que l'état crée sa propre chaine tv pour nous informer sur son fonctionnement ,sa stratégie ,ses envies de développement ,etc"
a131,"a131,a131,a942,a942,a3029,a3029,a3072,a3072,a3447,a3447,a3479,a3479,a4507,a4507",manque d'écoute de notre classe dirigeante,manque d'écoute de notre classe dirigeante,1,square,"ric carl
avec un seuil à 500 000 signatures"
a132,"a67,a67,a132,a132,a4483,a4483",hausse carburant,hausse carburant,1,square,bloquer les hausses des taxes carburants et augmenter le taux de reduction sur les frais kilométriques lors de la déclaration d'impôts.
a133,"a133,a133,a960,a960,a1476,a1476,a3383,a3383,a4237,a4237",les retraites dérisoires,les retraites dérisoires,1,square,financer les retraites par la maîtrise de la fraude à la carte vitale( 20 milliard d'euros)
